GameID,EventID,Comment,,,,,
11339,24,"replay,3,wertj001,WAS,gormb901,WAS11,,Y,M,ARI,C $when Jayson Werth was called safe at 1B, D-Backs manager Chip Hale challenged the ruling; the call was overturned by replay, taking a run off the board",,,,,
11339,31,"replay,4,taylm002,WAS,gormb901,WAS11,,N,M,WAS,C $when Wilson Ramos was called out at 2B, Nationals manager Matt Williams challenged the ruling; the call was upheld by replay",,,,,
11339,66,"replay,7,taylm002,WAS,gormb901,WAS11,,Y,U,,I $when Michael Taylor was ruled to have not been hit by pitch, crwe chief Brian Gorman requested a review; the call was overturned by replay",,,,,
11339,67,"replay,7,zimmr001,WAS,gormb901,WAS11,,N,M,ARI,A $when Michael Taylor was called safe at 2B, D-Backs manager Chip Hale challenged the ruling; the call was upheld by replay",,,,,
11384,58,$lost in the sun,,,,,
11384,63,"replay,7,zimmr001,WAS,kellj901,WAS11,,N,M,WAS,P $when Anthony Rendon was called out at HP, Nationals manager Matt Williams challenged the ruling; the call was upheld by replay saying the catcher did not block HP without the ball",,,,,
11384,66,"replay,8,mckem001,COL,kellj901,WAS11,,Y,M,COL,I $when Michael McKenry was ruled not to have been hit by a pitch (called a foul ball), Rockies manager Walt Weiss challenged the ruling; the call was overturned by replay",,,,,
11541,70,"replay,7,turnt001,WAS,westj901,WAS11,,N,M,WAS,C $when Trea Turner was called out at 1B, Nationals manager Matt Williams challenged the ruling; the call was upheld by replay; this was Turner's first major league at bat",,,,,
11596,51,$the Padres objected to the ruling that the ball struck Bryce Harper on the foot for a foul ball, the ball did not strike Harper but this was not a reviewable play,,,,
11596,60,"ej,murpp801,M,rackd901,Fair/foul call Padres Interim Manager Pat Murphy ejected by HP umpire David Rackley",,,,,
11622,57,Michael Taylor left with an injured right knee after running into the wall,,,,,
11746,33,"$originally E2/TH and earned run, changed to E1 on 09-06-2015; run now unearned",,,,,
11776,26,"replay,4,cespy001,NYN,demud901,WAS11,O,N,U,,H $Yoenis Cespedes' fly to LF landed in the flower bed behind the barrier wall and caromed back onto the field; it was ruled a home run but crew chief Dana DeMuth requested a review; the call was upheld by replay",,,,,
11776,48,Mets pitcher Carlos Torres left the game due to an injured leg,,,,,
11910,3,"replay,1,pradm001,MIA,barrt901,WAS11,I,N,U,,H $Martin Prado's fly to LF was touched by a fan behind the wall; crew chief Ted Barrett requested a review, which upheld the call of home run",,,,,
11910,50,"replay,6,wertj001,WAS,barrt901,WAS11,,Y,M,WAS,A $when Bryce Harper was called out at 3B, Nationals manager Matt Williams challenged the ruling; the call was overturned by replay",,,,,
11980,38,"replay,4,gonzg003,WAS,onorb901,WAS11,,Y,M,BAL,C $when Gio Gonzalez was called safe at 1B, Orioles manager Buck Showalter challenged the ruling; the call was overturned by replay",,,,,
11995,5,"replay,1,wietm001,BAL,onorb901,WAS11,,Y,M,WAS,N $a fan reached out and touched the foul fly down the LF line; no fan interference was ruled; Nationals manager Matt Williams challenged the ruling; the call was overturned by replay to fan interference",,,,,
11995,71,"ej,papej001,P,rippm901,Intentional HBP Nationals pitcher Jonathan Papelbon ejected by HP umpire Mark Ripperger and both benches cleared; Papelbon's first pitch to Manny Machado was high and inside and Machado was hit high on the shoulder",,,,,
12007,60,"replay,7,escoy001,WAS,onorb901,WAS11,,N,M,WAS,A $when Anthony Rendon was called out at HP, Nationals manager Matt Williams challenged the ruling; the call was upheld by replay",,,,,
9794,48,"replay,7,desmi001,WAS,laynj901,PHI13,,N,M,WAS,C $when Ian Desmond was called out at 1B, Nationals manager Matt Williams challenged the ruling; the call was upheld by replay",,,,,
9809,82,"replay,10,zimmr001,WAS,laynj901,PHI13,,Y,M,PHI,C $when Ryan Zimmerman was called safe at 1B, Phillies manager Ryne Sandberg challenged the ruling; the call was overturned by replay",,,,,
9980,53,"replay,7,ruizc001,PHI,gormb901,PHI13,,N,M,PHI,A $when Carlos Ruiz is called out at 2B, Phillies manager Ryne Sandberg challenged the ruling; the call was upheld by replay",,,,,
10181,5,"replay,1,reveb001,PHI,barrt901,PHI13,,Y,M,NYN,C $when Ben Revere was called safe at 1B, Mets manager Terry Collins challenged the ruling; the call was overturned by replay",,,,,
10224,37,"replay,5,marts002,PIT,scotd901,PHI13,,Y,M,PHI,C $when Starling Marte was called safe at 1B, Phillies manager Ryne Sandberg challenged the ruling; the call was overturned by replay and a run was taken off the board",,,,,
10234,67,"replay,8,franj004,PHI,scotd901,PHI13,,N,M,PHI,C $when Jeff Francoeur was called out at 1B, Phillies manager Ryne Sandberg challenged the ruling; the call was upheld by replay",,,,,
10249,44,"replay,6,galvf001,PHI,welkt901,PHI13,,Y,M,PHI,I $when Freddy Galvis was ruled not hit by a pitch, Phillies manager Ryne Sandberg challenged the ruling; the call was overturned by replay",,,,,
10279,25,"replay,3,polla001,ARI,welkt901,PHI13,,Y,M,PHI,C $when A.J. Pollock was called safe at 1B, Phillies manager Ryne Sandberg challenged the ruling; the call was overturned by replay, taking a run off the board",,,,,
10441,57,"$Darin Ruf called out on a check swing, greatly angering the Phillies and leading to ejection in next inning",,,,,
10441,59,"ej,sandr001,M,herna901,Balls and strikes Phillies Manager Ryne Sandberg ejected by HP umpire Angel Hernandez for arguing the check swing",,,,,
10455,55,"replay,7,franj004,PHI,barrt901,PHI13,I,Y,U,,H $Jeff Francoeur's fly to LF was touched by a fan but was ruled in play; Francoeur reached 2B; crew chief Ted Barrett requested a review, which overturned the call to fan interference as the fan reached over the wall",,,,,
10470,16,Rockies pitcher Jordan Lyles left the game due to an injured foot,,,,,
10470,22,"replay,3,arenn001,COL,barrt901,PHI13,,Y,M,PHI,C $when Nolan Arenado was called safe at 1B, Phillies manager Ryne Sandberg challenged the ruling; the call was overturned by replay",,,,,
10470,22,Rockies first baseman Ben Paulsen left the game due to an injured head,,,,,
10494,13,"replay,2,hamib001,CIN,demud901,PHI13,,Y,M,CIN,C $when Billy Hamilton was called out at 1B, Reds manager Bryan Price challenged the ruling; the call was overturned by replay",,,,,
10524,37,"replay,5,frazt001,CIN,hallt901,PHI13,,Y,M,CIN,P $when Anthony DeSclafani was called out at HP, Reds manager Bryan Price challenged the ruling; the call was overturned by replay saying the catcher blocked HP without the ball; since it was a force play, the catcher only had to step on the plate not tag the runner",,,,,
10569,24,"replay,3,poseb001,SFN,wintm901,PHI13,,Y,M,SFN,A $when Angel Pagan was called out at 3B, Giants manager Bruce Bochy challenged the ruling; the call was overturned by replay",,,,,
10823,20,"replay,3,robic001,WAS,mealj901,PHI13,,Y,M,PHI,A $when Dan Uggla was called safe at 2B, Phillies interim manager Pete Mackanin challenged the ruling; the call was overturned by replay",,,,,
10851,77,"replay,9,desmi001,WAS,emmep901,PHI13,,N,M,WAS,C $when Dam Uggla was called out at 2B, Nationals manager Matt Williams challenged the ruling; the call was upheld by replay",,,,,
10852,4,"replay,1,robic001,WAS,mealj901,PHI13,,N,U,,H $Clint Robinson's fly to RF was ruled a foul ball; crew chief Jerry Meals requested a review, which upheld the call",,,,,
10865,32,"replay,3,aschc001,PHI,carlm901,PHI13,,N,M,PHI,P $when Domonic Brown was called out at HP, Phillies interim manager Pete Mackanin challenged the ruling; the call was upheld by replay, saying the catcher did not block HP without the ball",,,,,
11062,66,"replay,8,browd004,PHI,hirsj901,PHI13,,N,M,PHI,A $when Freddy Galvis was called out at 2B, Phillies interim manager Pete Mackanin challenged the ruling; the call was upheld by replay",,,,,
11091,80,"replay,9,hecha001,MIA,hirsj901,PHI13,,Y,M,PHI,C $when Adeiny Hechavarria was called safe at 1B, Phillies intermin manager Pete Mackanin challenged the ruling; the call was overturned by replay",,,,,
11103,46,"replay,5,ruf-d001,PHI,barrt901,PHI13,,N,U,,P $Jeff Francoeur tried to score during a rundown of Darren Ruf; when Francoeur was called out at HP in a collision with Curt Casali, crew chief Ted Barrett requested a review; the call was upheld by replay, saying the catcher did not block HP without the ball",,,,,
11134,23,"replay,3,guyeb001,TBA,barrt901,PHI13,,Y,M,TBA,O $when Brandon Guyer's popup was ruled foul, Rays manager Kevin Cash challenged the ruling; the call was overturned by replay",,,,,
11134,80,"replay,8,galvf001,PHI,barrt901,PHI13,,Y,M,TBA,A $when Cody Asche was called safe at HP, Rays manager Kevin Cash challenged the ruling; the call was overturned by replay",,,,,
11241,39,"replay,4,haraa001,PHI,gormb901,PHI13,,Y,M,ATL,A $when Domonic Brown was called safe at 2B on a pickoff attempt, Braves manager Fredi Gonzalez challenged the ruling; the call was overturned by replay",,,,,
11256,53,"replay,5,browd004,PHI,gormb901,PHI13,,Y,M,ATL,C $when Domonic Brown was called safe at 1B, Braves manager Fredi Gonzalez challenged the ruling; the call was overturned by replay",,,,,
11271,44,"replay,5,browd004,PHI,gormb901,PHI13,,N,M,ATL,A $when Ryan Howard was called safe at HP, Braves manager Fredi Gonzalez challenged the ruling; the call was upheld by replay",,,,,
11271,67,"$Simmons ran into left field and dove at ball, spraining his right thumb; he left game at end of inning",,,,,
11310,18,$the ball was touched by a fan,,,,,
11325,14,"replay,2,andeb004,LAN,kellj901,PHI13,,Y,M,PHI,C $when A.J. Ellis was called safe at 2B, Phillies interim manager Pete Mackanin challenged the ruling; the call was overturned by replay",,,,,
11337,9,"$originally scored as single plus error, changed to error all the way on 08-13-2015, making Hernandez's run unearned",,,,,
11580,4,$Cesar Hernandez walked after 5 balls,,,,,
11591,61,"ej,bowal001,C,belld901,Bench jockeying (Came onto field) $Hansel Robles quick-pitched Darin Ruf but HP umpire Dan Bellino called time; Jeff Francoeur got on the top step of the dugout and was told to get back by Bellino; Phillies coach Larry Bowa jumped onto the field yelling and was ejected by Bellino; both benches cleared; both teams warned by Bellino",,,,,
11618,68,"replay,8,granc001,NYN,hallt901,PHI13,,N,M,PHI,A $when Curtis Granderson was called safe at 2B, Phillies interim manager Pete Mackanin challenged the ruling; the call was upheld by replay",,,,,
11618,86,$the ball caromed off Carlos Torres' left foot to David Murphy's right, Murphy struggled to get the ball out of his glove and flipped blindly towards 1B, Torres just beat Jeff Francouer to the bag after catching the ball,,,
11618,87,Phillies pitcher Elvis Araujo left the game due to an injured groin,,,,,
11646,44,"$On stolen base, throw was deflected off runner into left field for throwing error, but left fielder charged the ball well and got the runner trying to score",,,,,
11646,65,"replay,8,alony001,SDN,mealj901,PHI13,,Y,M,SDN,C $when Yonder Alonso was called out at 1B, Padres intermin manager Pat Murphy challenged the ruling; the call was overturned by replay",,,,,
11787,26,$a fan touched the ball,,,,,
11821,30,"$when Ryan Howard was called out at 1B, Phillies interim manager Pete Mackanin challenged the ruling; the call was overturned by replay",,,,,
11837,29,"replay,4,altha001,PHI,coope901,PHI13,,Y,M,CHN,A $when Odubel Herrera was called safe at 2B, Cubs manager Joe Maddon challenged the ruling; the call was overturned by replay",,,,,
11837,65,"replay,8,baezj001,CHN,coope901,PHI13,,N,M,CHN,P $when Kris Bryant was called out at HP, Cubs manager Joe Maddon challenged the ruling; the call was upheld by replay",,,,,
11853,23,"replay,3,coghc001,CHN,coope901,PHI13,I,N,U,,H $Chris Coghlan's fly to RF struck the top of the wall and caromed back onto the field; the ball was ruled in play; the umpires huddled to discuss whether a fan reached over and touched the ball; acting crew chief Eric Cooper requested a review, which upheld the call",,,,,
11853,60,$Phillies second baseman Hernandez left the game due to thumb dislocaton suffered after colliding with Rizzo,,,,,
11866,65,Phillies first baseman Ryan Howard left the game due to an injured knee,,,,,
11866,68,"replay,8,taylm002,WAS,welkt901,PHI13,,N,M,WAS,A $when Trey Turner was called out at 2B, Nationals manager Matt Williams challenged the ruling; the call was upheld by replay",,,,,
11896,11,"replay,2,taylm002,WAS,welkt901,PHI13,,Y,M,PHI,A $when Ian Desmond was called safe at 2B, Phillies interim manager Pete Mackanin challenged the ruling; the call was overturned by replay",,,,,
11896,28,$Aaron Altherr's backswing struck Jose Lobaton on the top of the helmet as the pitch got by the catcher, Andres Blanco advanced to 2B on the play but was sent back to 1B on the interference,,,,
11896,37,"replay,5,harpb003,WAS,welkt901,PHI13,,N,M,WAS,A $when Yunel Escobar was called out at HP, Nationals manager Matt Williams challenged the ruling; the call was upheld by replay",,,,,
11896,55,$Bryce Harper's 40th home run of the season,,,,,
11896,57,"$when Bryce Harper went out to RF, he traded with the fan who caught Harper's home run ball; the fan got an autographed ball in exchange for the milestone ball",,,,,
12085,23,"replay,3,cespy001,NYN,wendh902,PHI13,,Y,M,NYN,I $when Yoenis Cespedes was ruled not to have been hit by a pitch, Mets manager Terry Collins challenged the ruling; the call was overturned by replay",,,,,
12085,23,Mets center fielder Yoenis Cespedes left the game due to an injured hand after being struck by a pitch, both teams were warned by HP umpire Bob Davidson,,,,
12085,38,Mets shortstop Wilmer Flores left the game due to an injured back,,,,,
12085,57,"replay,6,wrigd002,NYN,wendh902,PHI13,,N,M,PHI,A $when Eric Young was called safe at 2B, Phillies interim manager Pete Mackanin challenged the ruling; the call was upheld by replay",,,,,
12085,60,"ej,roblh001,P,davib902,Throwing at batter ej,collt801,M,davib902,Throwing at batter $Hansel Robles' pitch was near the head of Cameron Rupp; Rupp got up and yelled at Robles and both benches cleared; Yoenis Cespedes had been hit on the hand earlier and had to leave the game; Robles and Mets manager Terry Collins ejected by HP umpire Bob Davidson",,,,,
385,73,"ej,gonzf801,M,hudsm901,Balls and strikes ej,gonza002,P,hudsm901,Balls and strikes Braves shortstop Alex Gonzalez ejected by HP umpire Marvin Hudson for arguing the called third strike; Braves Manager Fredi Gonzalez ejected by Hudson for arguing after the first ejection",,,,,
400,20,Cardinals second baseman Nick Punto left the game due to an injured leg,,,,,
400,53,"replay,7,uggld001,ATL,mcclt901,ATL02,O,N,I,,H $Dan Uggla's fly to center hit the top of the padding on the wall and bounced back onto the field; the ball was ruled in play but Braves manager Fredi Gonzalez asked about the call, so crew chief Tim McClelland watched the replay and upheld the call",,,,,
520,57,Braves RF Jayson Heyward left the game with numbness in his right hand,,,,,
554,22,Braves pitcher Brandon Beachy left the game due to an injured side,,,,,
569,64,Phillies center fielder Shane Victorino left the game due to an injured leg,,,,,
1105,57,"replay,7,conrb001,ATL,westj901,ATL02,O,Y,I,,H $Brooks Conrad's fly to RF hit the top of the padding (on top of the yellow stripe), bounced off the back wall and caromed back onto the field; it was ruled in play; Conrad thought he had a home run and slowed down then ran harder to 3B, where he was tagged out; before Braves manager Fredi Gonzalez could get onto the field, crew chief Joe West called the umpires together briefly and then left to watch the replay; he overturned his own call to a home run, which was Conrad's third PH homer of the season",,,,,
1105,58,"$Blue Jays RF Jose Bautista made a leaping catch at the wall, taking a home run away from Jordan Schafer",,,,,
1266,25,Rockies shortstop Troy Tulowitzki left the game due to an injured leg,,,,,
1311,20,Rockies center fielder Charlie Blackmon left the game due to an injured foot,,,,,
1407,28,Nationals pitcher Tom Gorzelanny left the game due to an injured ankle,,,,,
1515,0,2:02 rain delay before start of game,,,,,
1515,42,$Neil Walker hit a pitch-out to protect the runner,,,,,
1526,80,"ej,mclon001,P,mealj901,Balls and strikes ej,gonzf801,M,mealj901,Balls and strikes $McLouth and Braves manager Gonzalez ejected by HP umpire Meals for arguing about the second strike of the at bat",,,,,
1526,86,Braves catcher Brian McCann left the game due to a left oblique strain which he injured on the stolen base,,,,,
1526,167,"$the throw beat Julio Lugo and catcher Michael McHenry swept a tag across the runner but HP umpire Jerry Meals ruled that McHenry missed the tag; McHenry talked to Meals and Pirates manager Clint Hurdle ran out to yell at Meals; Hurdle walked bacwards to the dugout, continuing to yell at Meals and the other umpires",,,,,
1760,11,"$32-game hit streak for Dan Uggla, a new Braves record",,,,,
1760,26,$1000th extra-base hit for Chipper Jones,,,,,
1760,42,"ej,zambc001,P,timmt901,Throwing at Chipper Jones $Cubs pitcher Carlos Zambrano threw consecutive pitches to Chipper Jones inside; Zambrano's last pitch was a fast ball at Jones'thighs, which hit the backstop; HP umpire Tim Timmons immediately came out of his crouch and ejected Zambrano; Braves players came out of the dugout but Timmons yelled for them to go back; Zambrano had surrendered five homers in the game; when the game was over, he had cleaned out his locker and left, saying he was retiring",,,,,
1775,9,33-game hit streak for Dan Uggla,,,,,
1802,6,Giants third baseman Pablo Sandoval left the game due to an injured foot,,,,,
1813,19,Giants pitcher Jonathan Sanchez left the game due to an injured ankle,,,,,
1829,37,$Giants catcher Eli Whiteside slide head-first into 2B and his face hit the ground, he was a little dazed but remained in the game,,,,
1829,57,"Giants catcher Eli Whiteside left the game due to dizziness, the result of a hard slide into 2B in the fourth inning; he had a little blurry vision",,,,,
1844,20,$Braves 1B Freddie Freeman dove over the tarp and reached into the seats to catch Pablo Sandoval's popup, Freeman had to reach in among the fans who were trying to catch the ball,,,,
2005,28,$Danny Espinosa was called out on appeal for leaving 1B too soon,,,,,
2020,13,$Chipper Jones' 450th home run,,,,,
2034,12,$Nationals right fielder Laynce Nix strained his groin rounding 2B,,,,,
2034,22,Nationals right fielder Laynce Nix left the game due to an injured groin,,,,,
2240,44,"$Mets LF Jason Bay caught the ball over the top of the wall, taking a home run away from Alex Gonzalez",,,,,
2402,13,Braves shortstop Alex Gonzalez left the game due to an injured leg,,,,,
127,50,"replay,6,avila001,DET,welkt901,DET05,O,N,I,,H $Alex Avila's fly ball was caught by a fan who reached over the metal fence; the play was ruled a homer but Kansas City manager Ned Yost asked about the call; crew chief Tim Welke watched the replay and upheld the call since the ball cleared the wall before being touched",,,,,
140,6,"umpchange,2,ump2b,welkt901 $the game started with three umpires; Tim Welke, who was off and at home, drove to the park to fill Jeff Kellogg's spot",,,,,
140,49,Tiger RF Magglio Ordonez left the game with tightness in his right achilles,,,,,
140,52,Rangers pitcher Alexi Ogando left the game due to an injured hand,,,,,
151,4,"$Rangers DH Josh Hamilton tried to score from 3B on a foul popup in front of the 3B dugout when no one covered the plate; after Brandon Inge caught the ball, 3B Coach Dave Anderson told Hamilton to go; catcher Victor Martinez ran back to the plate, taking a throw from Inge and tagging Hamilton; Hamilton slid across the plate face first and suffered a small non-displaced fracture of the humerus bone just below his right shoulder",,,,,
361,39,Mariners second baseman Jack Wilson left the game due to an irritated right eye after some debris flew into it on a windy day,,,,,
698,25,Tigers pitcher Phil Coke left the game due to an injured ankle,,,,,
698,43,Rays shortstop Elliot Johnson left the game due to an injured knee,,,,,
712,12,"originally scored as SB2, changed two days later",,,,,
712,71,"$the ball deflected off pitcher Al Alburquerque's glove to 2B where it was fielded by SS Jhonny Peralta, who stepped on the bag",,,,,
740,76,$Game called for rain after 55 minute delay,,,,,
794,54,$Kubel left the game due to an injured foot,,,,,
794,71,"ej,gardr001,M,darlg901,Placement of runner on fan interference $Twins manager Gardenhire ejected by 3B umpire Darling for arguing that runner should not have been allowed to score from 1st on fan interderence",,,,,
824,48,Twins designated hitter Jim Thome left the game due to an injured leg,,,,,
929,2,$Brendan Ryan noticed that no one was near second as Justin Verlander held the ball, Ryan ran to second without a play,,,,
987,56,"ej,maddj801,M,tumpj901,Call at HP ej,pricd001,P,tumpj901,Call at HP (from bench) $Tigers catcher Alex Avila blocked the plate and Rays Justin Ruggiano missed the plate as he slid by because of Avila's foot; Avila swept a tag but missed and Ruggiano reached back with his leg to touch the plate; Avila seemed to tag Ruggiano just after the latter touched the plate but Ruggiano was called out by HP umpire John Tumpane; Ruggiano jumped up to argue and Rays manager Joe Maddon ran out to the plate; acting crew chief Mike Everitt moved Ruggiano away and Maddon was eventually ejected by Tumpane; Rays pitcher David Price, who was not in the game, was ejected by Tumpane",,,,,
998,11,"$Tigers CF Austin Jackson caught the ball at the top of the wall, possibly taking a home run back",,,,,
1012,7,"$Originally scored as single, changed to error on 6-23-2011",,,,,
1174,56,"ej,leylj801,M,rapue901,Reversal of call at 1B $Blue Jays 2B Aaron Hill made the throw while diving away from the 1B bag; 1B umpire Ed Raupano waited several seconds before calling Andy Dirks safe, although he was clearly out; Blue Jays manager John Farrell came on the field to ask about the call and Rapuano asked HP umpire Alfonso Marquez about the play; Marquez told Rapuano that the batter was out, so Rapuano changed his ruling to out; Tigers manager Jim Leyland stormed on the field and started yelling at Rapuano; after a while, Leyland pantomimed a call at 1B where he started by holding his head as if to say: 'Gee, what should I call?' Rapuano ejected Leyland at this point; Leyland continued to yell and gesture; 2B umpire Brian O'Nora came over to break up the argument; as Leyland left the field, he stopped to yell at Marquez",,,,,
1200,70,fan interference,,,,,
1239,34,Tigers catcher Victor Martinez left the game due to an injured shoulder,,,,,
1396,55,"$Gordon Beckham scored an apparent run on the fly ball; however, the Tigers appealed at 3B and Beckham was called out for leaving the base before the ball was caught",,,,,
1438,27,"Athletics third baseman Scott Sizemore turned to bunt and the pitch came up and in on him, striking his left neck and jaw",,,,,
1438,49,"replay,5,guilc001,DET,hirsj901,DET05,I,N,I,,H $Carlos Guillen's fly to right-center was touched by a fan well above the yellow line and the ball caromed back onto the field; the ball was ruled a home run but when the Athletics asked about the call, crew chief John Hirschbeck watched the replay and upheld the call",,,,,
1559,11,"replay,2,trumm001,ANA,laynj901,DET05,I,N,I,,H $Mark Trumbo's fly ball went down the LF line; a fan leaned out from foul territory with his hands in fair territory; the ball went through his hands and struck near the bottom of the LF pole; it was ruled fair but no immediate signal was given that it was a home run; Trumbo slid into 3B safely; 3B umpire Hunter Wendelstedt signaled a home run; both managers came onto the field but the umpires huddled; crew chief Jerry Layne watched the replay and upheld the call of homer",,,,,
1559,26,"ej,leylj801,M,laynj901,HBP non-call $Tigers manager Leyland ejected by 1B umpire Layne for arguing Jackson had been hit by pitch, but it was ruled foul ball",,,,,
1603,21,$Both teams warned about brushback pitchers after pitcher yelled at batter who admire home run,,,,,
1603,48,"ej,weavj003,P,wendh902,Automatic ejection for throwing at batter after warning ej,sciom001,M,wendh902,Automatic ejection for throwing at batter after warning $Pitcher Weaver and Angels manager Scioscia automatically ejected by HP umpire Wendelstedt for throwing at batter after warning",,,,,
1804,63,$home run #600 for Jim Thome, he is the eighth player to reach this milestone and the first to hit 599 and 600 in the same game,,,,
1833,76,"originally scored as E5/SH, but changed to single on 8-22",,,,,
1888,18,$Cabrera fly RF line that just missed being home run, he did not run as he admired it and pitcher yelled at him, both teams warned about retaliation,,,
1888,64,"ej,leylj801,M,porta901,Call at 3B $Tigers manager Leyland ejected by 3B umpire Porter for arguing Betemit was safe at 3rd",,,,,
1888,77,Travis Hafner left due to a right foot strain,,,,,
2064,9,"replay,1,cabrm001,DET,kellj901,DET05,O,N,I,,H $Miguel Cabrera's fly ball hit the yellow stripe at the top of the wall over the out-of-town scoreboard in right center; it was ruled in play but Tigers manager Jim Leyland asked about the call; crew chief Jeff Kellogg watched the replay and upheld the call",,,,,
2064,33,"$Alex Avila's return throw to 1B hit batter/runner Juan Pierre and caromed away, allowing alex Rios to score from 2B; Tigers manager Jim Leyland argued that Pierre was in fair territory and thus out of the runner's box and should be called out",,,,,
2420,3,"ej,actam801,M,belld901,Balls and strikes Indians Manager Manny Acta ejected by HP umpire Dan Bellino",,,,,
2524,17,Ryan Zimmerman's throw bounced into the seats,,,,,
2539,59,$the ball glanced off LF Ryan Ludwick's glove into the bullpen,,,,,
2539,92,$Roger Bernadina rounded 3B too far and was caught in rundown. Ramos would have beaten throw to first,,,,,
2554,11,Reds third baseman Miguel Cairo left the game due to a strained left hamstring,,,,,
2569,4,$Ian Desmond's throw was high and wide to the HP side of the bag, the Nationals thought Adam LaRoche got his foot down before Scott Rolen touched the bag but 1B umpire Mike Everitt ruled safe,,,,
2569,5,$the Nationals thought ball four was strike three to Jay Bruce and thought ball two to Ryan Ludwick was strike three,,,,,
2609,25,Astros left fielder Travis Buck left the game due to an injured leg,,,,,
2651,9,"$on the second pitch to Greg Dobbs, the bat hit catcher Wilson Ramos' glove; Ramos could not catch the 96-MPH fastball from Stephen Strasburg and the ball hit HP umpire Greg Gibson in the groin; after a delay, Gibson remained in the game; the pitch was ruled a foul ball instead of catcher's interference; Logan Morrison, running at 1B, ran to 2B when the ball got away; he was put back at 1B by the umpires",,,,,
2805,6,$Bryce Harper grounded to the pitcher who threw wildly to 1B, Harper ran to 2B, DBacks claimed Harper had missed 1B and he was out on appeal,,,
2820,0,$umpire Joe West missed the game due to illness,,,,,
2820,6,"ej,manuc101,M,drakr901,Checked swing $ball four to Bryce Harper was a check swing; the Phillies asked for an appeal on the swing; 3B umpire Andy Fletcher was standing behind the mound to due the three-man crew; he ruled no swing on the play; Phillies Manager Charlie Manuel yelled from the dugout and was ejected by HP umpire Rob Drake",,,,,
2850,6,$Phillies pitcher Cole Hamels admitted after the game that he intentionally threw at Bryce Harper,,,,,
2850,8,"$when Cole Hamels threw lazily to 1B, Bryce Harper broke for the plate and scored under the throw from 1B",,,,,
2850,19,$both teams warned by HP umpire Andy Fletcher,,,,,
2850,46,$Jayson Werth dove for Placido Polanco's sinking liner, his left hand twisted under and he left the game with a broken wrist, surgery next day with metal plate inserted, estimated 12 week absence,,
2959,33,"$Chase Headley crashed into Nationals catcher Sandy Leon, knocking him over; Leon left the game due to a high right ankle sprain; this was his ML debut and he went on the DL",,,,,
2959,59,"replay,6,desmi001,WAS,gormb901,WAS11,O,N,I,,H $Ian Desmond's fly ball hit the green strip at the top of the RF out-of-town scoreboard and caromed onto the field; it was ruled in play; Nationals manager Davey Johnson asked about the call, so the umpires huddled and then crew chief Brian Gorman watched the replay and upheld the call",,,,,
2974,7,"$With 3-2 count on Baker, there was an 8 minute rain delay; play was about to resume but plate umpire Gorman was the only umpire on the field so additional short delay while the other three returned",,,,,
2974,60,fan interference,,,,,
3405,49,Yankees right fielder Nick Swisher left the game due to an injured leg,,,,,
3444,10,"originally scored as a dropped catch, changed to throwing error on 6-25-2012",,,,,
3444,40,Rays right fielder Matt Joyce left the game due to tightness in his back,,,,,
3444,50,"replay,6,morsm001,WAS,tscht901,WAS11,I,N,I,,H $Michael Morse's fly was touched by a fan on top of the out-of-town scoreboard; the ball caromed off the railing above and behind the scoreboard and bounced back onto the field; it was ruled a home run by 1B umpire Jeff Nelson, who immediately walked into the center of the infield; the umpires huddled and then crew chief Tim Tschida watched the replay and upheld the call",,,,,
3444,58,"$with a 3-1 count on Ben Zobrist, 1B umpire Jeff Nelson called time; there was a delay while the ballpark operations staff coevered the batter's eye advertising sign, which had not closed to the plain green paint",,,,,
3444,63,"ej,peraj002,P,tscht901,Foreign substance on glove (pine tar) $when Joel Peralta came onto the field from the bullpen to enter the game, Nationals manager Davey Johnson came out and talked with HP Umpire Tim Tschida; Tschida called Rays manager Joe Madden onto the field and they walked to the mound; Tschida took Peralta's glove and found pine tar under the flap on the back; the glove was confiscated and Peralta ejected by Tschida",,,,,
3444,68,$Rays manager Joe Maddon asked HP umpire Tim Tschida to check Nationals pitcher Ryan Mattheus for any foreign substances, none were found,,,,
3459,7,$Elliott Johnson's throw hit off third baseman Sean Rodriguez's glove and almost hit coach Bo Porter, the ball rolled into the Rays dugout,,,,
3465,30,"$Ian Desmond tooked a wide turn at 1B and stood about 1/3 of the way to 2B; when no one paid attention to him after the throw to HP, Desmond ran to 2B",,,,,
3697,55,"$originally scored as E5, changed to single on 7-19-2012",,,,,
3784,63,"replay,9,valdj002,NYN,herna901,WAS11,O,N,I,,H $Jordany Valdespin's fly ball to right center was touched by a fan above the out of town scoreboard and was ruled a homer; the ball caromed back onto the field and was relayed into HP; Nationals manager Davey Johnson asked about the call, so acting crew chief Angel Hernandez watched the replay and upheld the call",,,,,
3799,67,Jason Bay's homer hit the LF pole,,,,,
3810,17,$Roger Bernadina called for runner interference at 2B, he slid on the 3B side of the bag and grabbed Justin Turner's leg,,,,
3825,59,"replay,6,hinse001,ATL,hallt901,WAS11,O,N,I,,H $Eric Hinske's fly ball hit the top of the padded wall and caromed back onto the field; it was ruled in play but the Braves asked about the call; crew chief Tom Hallion watched the replay and upheld the call",,,,,
3825,82,"$with these two RBI, Chipper Jones set a new record for most RBI by a third baseman, passing George Brett",,,,,
